Review,Point
lần đầu_tiên đến quán nhỏ dễ_thương không_gian ko rộng lắm nhưng đẹp tụi mình đi 3 người gọi tầm 7 8 món gì đó món nào cũng ngon 3 đứa ăn ko hết lun mình thích nhất là chân gà sốt_cay cay ngon thấm đúng vị hàn quốc nước uống cũng đa_dạng trà sữa ngon thạch_ăn chuẩn vị bạn mình khen hoài món ăn ra nhanh gần như ra liên_tiếp nên ko phải chờ nhân_viên phục_vụ tốt nhanh_nhẹn vui_vẻ sẽ đến nhiều lần nữa nếu có dịp good,5.8
quán bán mì quảng đủ loại gọi 1 mì quảng cá_lóc và mì quảng ếch cá_lóc 20kcòn ếch thì 30k mì quảng ếch quán để trong 1 cái mẹt nhiều kinh_khủng từ mì đến ếch tới 2 cái đùiăn ráng chứ bỏ thì uổngquán làm thấm sạch_sẽ,8.0
nếu ai là fan của bạch tuột chan thì không nên bỏ lỡ quán này thức_ăn ngon mà giá lại hợp với túi học_sinh mình hay gọi bạch tuột nướng muối ớt bạch tuột trứng cút bò colombia hay chân gà sả tắc thích nhất là cái nước_chấm ở quán chua chua_ngọt ngọt do ham ăn quá nên không có chụp nhiều được sẽ tiếp_tục ủng_hộ quán,9.2
quán mì này lúc_nào cũng đông khách hết trơn á từ hồi được bạn giới_thiệu quán này đâm_ra ghiện luôn quán bán đủ loại mì quảng có cả cháo nữa món mình hay ăn là mì sườn non trứng sườn non mềm thịt kho thấm nước mì đậm_đà một tô ni là 27k hay 32k chi đó mì k nhớ rõ nữa quán đông khách nhưng phục_vụ rất nhah gọi là có liền à ở đây có cháo ếch cháo lươn ăn cũng được lắm tô cháo bự ăn là no lắm luôn còn có bánh_tráng thịt heo nữa,8.0
ghiền cháo ếch sing hồi nào đến giờ nên nghe chỗ nào bán là đến ăn thử theo cá_nhân mình thấy chỗ này làm gần giống cháo ếch lorong 11 ở sing nhất á có khách đến quán mới nấu nên đợi hơi lâu bù lại trời lạnh mà dc xì_xụp tô cháo nóng_hổi thì còn gì bằng cháo nấu gạo thường chứ ko fai yến_mạch nên ko mịn tuy_nhiên mềm như_vậy là có cố_gắng á ếch thơm thấm gọi ếch nhỏ nên ăn chưa đã chắc lần sau tới gọi phần to lúc về 2 bạn nam bay ra dắt xe nữa chứ ăn no cành hông mà có 120k 2 người quá được luôn,8.2
từ ngày kin kin chuyển về địa_điểm mới thì mình mừng lớn vì không cần phải đi xa để ăn đc đồ thái ngon rẻ nữa không_gian chỗ mới đc nâng_cấp rất nhiều lun có 2 tầng rộng_rãi thoải_mái lại mát_mẻ không bị hầm_bí mình đi 2 người nhưng ko tự lượng sức con mắt to cái miệng nên gọi 4 món ăn no bể bụng vì ăn pad thái cơm dứa lẩu hoài ngán quá nên lần này gọi mấy món mới canh tomyom ram và cơm ngon nè chỉ có mỳ gì đó là ko hợp_khẩu_vị mình lắm giá_cả vô_cùng vừa phải ko bị mắc như nhiều chỗ nên rất thích,7.8
quán mới rộng thoáng không_gian đẹp mỳ ngon 3 nhân_viên thân_thiện,9.4
ngon và khá rẻ quán có đồ ăn vặt nữa đồ ăn có nhanh nước_chấm ngon,5.0
thái_độ phục_vụ coi_thường mẹt 55k như 25k toàn bỏ đậu bún thì nát,1.0
hôm_nay đặt_hàng được khuyến_mãi thức uống ok,10.0
menu đa_dạng thích nhất món pizza trứng cút địa_chỉ dễ tìm nhân_viên phục_vụ nhanh_nhẹn món ăn ra nhanh,6.4
mì đến nơi còn ấm nhìn không giống ảnh nhưng không xấu tệ vấn_đề quan_trọng ở đây là mặn_chát các bác ạ không hiểu quán bị bệnh thích ăn mặn lỡ tay đổ nhiều muối hay do đây là đồ sale 30 mà làm_ăn cẩu_thả dăm_ba miếng cải_bắp vài_ba vụn thịt gà và một đống mì ướp muối okay tui ổn mà 3,3.6
lâu rồi mới quay lại quán này ăn mỗi khi thèm đồ thái thì lại ghé quán này quán sạch_sẽ bàn rộng_rãi để bỏ đồ_ăn đợt này ăn lại mình thấy không ngon lắm đồ ăn khá là nhiều nhưng mùi_vị thì không ok lắm í,7.8
dở ẹc toàn nhân là nhân không có vị gì giống như là đang ăn một cục thịt không mặn không chua_ngọt chỉ có ngấy và ngấy mua vì tò_mò mà ăn muốn ói,2.8
thiệt sự là kg đáng để vào đây ăn đồ ăn thật_sự dở và k đáng chỉ có sushi chọn mình cảm_thấy có_thể ăn đc các bạn ăn lẩu kimchi ở đâu thà ăn lẩu thái còn hơn_thiệt sự là k đáng những ng làm nch với nhau to_tiếng như cãi_lộn vì 1 hũ kem bôi mặt to_tiếng với nhau coi như chả có khách ở đó mực nhỏ mà tanh tới ăn sushi chứ tuyệt_đối đừng ăn món khác giá tiền ở đây có_thể bằng 1 quán ăn sushi có máy_lạnh và nhân_viên phục_vụ chu_đáo vd như sushi cô chủ nhỏ các bạn đến thử ở đây và cô chủ nhỏ giá tiền tầm_cỡ nhau nhưng chế_biến và phục_vụ khác nhau hoàn_toàn,1.8
mì thì dở lại còn dơ có 1 cái nồi mà bã trụng tùm_lum thứ nếu các bạn để_ý khi gọi mì nhỏ bình thương thì sẽ là 1 vắt mì gói còn nếu bạn gọi tô mì lớn thi cũng chỉ là 1 vắt mì gói thêm bã lấy tay bóc vô cái bịch ni lông bã để dưới đât trong bịch toàn là mì vụng nát không biết từ đâu bỏ vào tô gọi là tô mì lớn thật_sự rất là dơ đợi khoản 40p hơn mới có được tô mì khô chăng có con_mẹ gì trong đó khi mì lanh tanh mới có được tô nước khách mà phàn_nàn gi thì từ nhân_viên tới bã sẽ chũi khách xối xã theo kiểu thách_thức mất_dạy thôi nói_chung mình khuyên chân_thành với các bạn là đừng nên thử rồi sẽ phải hối_hận và ôm thêm bực_tức sống ở việt nam mấy chục năm chưa bao_giờ mình thấy cái quán ăn nào tệ và mất_dạy như cái quán mất_dạy này,1.0
quán tối cuối tuần khá đông nhiều món hết rồi nhân_viên không để khách có thời_gian chọn món mà cứ đứng kè_kè bên như hối_thúc mình không thích lắm vịt quay vị ở đây mình thấy không đặc_sắc so với những quán đã từng ăn trước đó món hủ_tiếu xào bò ngon nóng_hổi mà nhiều nữa chân gà hấp xì_dầu ăn ok đậu_hũ tứ xuyên ăn với cơm cũng khá ngon_miệng ở đây còn có các món chay như rau xào cải xào hay bị sót món nên thường_xuyên nhắc nhân_viên,6.6
quán có không_gian rộng mát_mẻ nằm ở đường pct nên ít xe_cộ đi_lại cô chủ quán nhiệt_tình các món giá khá ổn tầm 20k là có 1 món 4 bánh bánh vỏ dai nhân đầy_đặn thịt đậm_đà ăn rất thích đặt biệt là món nước_chấm ở đây ăn vừa ngọt vừa mặn hơi cay cay ăn rất hợp chúc quán có thật nhiều khách,9.4
quán mới mở cho mấy bạn sinh diên hoà khánh khỏi đi xa nằm ở đoạn ngô thì nhậm giao vs trần văn kỷ không_gian có 1 tầng thôi mà rộng lắm nha menu toàn mì cay giá_cả bình_dân,7.6
quán gần chợ hàn nước uống ở đây không ngon lắm mình kêu yohurt dâu_tây mà hình_như mùa này dâu tay đắt hay sao mà không thấy dâu_tây đâu chỉ bỏ siro dâu_tây cho có mùi thôi thì phải bánh_mì cũng được lúc đem ra nóng_hổi nhưng ăn hơi ớn giá_cả thì hơi đắt so với chất_lượng không_gian quán đẹp mát_mẻ có máy_lạnh phục_vụ nhiệt tìnhdễ thươngkhách kêu gì là có nấy chỗ để xe thì hơi chật_chội nắng trưa mà ngồi lên yên xe thì thôi rồi luôn,6.6
quán đông lòi ăn khá bt k gì nổi_bật,5.0
ko có ý_định review nên mình ko chụp hình ko biết quán có đổi đầu_bếp ko mà những món lúc trước mình ăn ngon bao_nhiêu thì hôm_nay dở bấy_nhiêu đồ đông_lạnh trong tok thì bị chua mì tương đen thì chín quá bở và k có mùi tương đen canh kim chi ngọt và thịt bò có cục gì đó màu đen nhìn đúng ghê ko dám ăn mì ý sốt kem thì sợi mì cứng sốt ít ăn bao ngán phải nói là món nào cũng dở mùi canh kim chi y_như bún thiu quán nên xem_xét_lại đầu_bếp đi ạ vì lúc trước ăn ngon thật_sự,4.2
mình ord trà sữa oreo kem cheese rõ là cheese con bò cười uống bằng cách uống cheese bình_thường mình hay uống như bên rb thì chỉ uống đc ts chứ không uống đc chung kem cheese với trà sữa uống mà cứ lợn_cợn những miếng phô_mai con bò cười chưa tán nhuyễn trà sữa lạt_lẽo uống cho biết chứ không bao_giờ quay lại,4.0
xử_lý phàn_nàn khách_hàng tốt điểm cộng lớn,7.8
một_vài ý_kiến của mình về quán 1 vị vị không có gì đặc_biệt nước_lèo mặn hủ tíu khô bị nát càng_cua tôm đều bị bở kiểu như đồ cũ tô cũng ít chứ không nhiều so với giá bán 2 bàn dơ khay bưng đồ khá bẩn nước_lèo đồ ăn đổ tùm_lum trên khay 3 lòng hiếu_khách của chủ quán khách tới thì cáckhông quan_tâm chắc ko cần_khách lúc hỏi chỗ để xe thìtrai trả_lời đi ăn hủ tíu thì coi chỗ nào trống thì để chứ hỏi gì ơ thấy mọi người đến chụp hình bảng_hiệu vẽ tay của quán là nhiều chứ quán cũng ko có gì đặc_sắc so với giá không quay lại nhé,1.0
nghe bảo phở hòa ngonkhôg biết mọi người cảm_nhận sao chứ mình ăn thấy bình thườg mà 1 tô lớn 75k tô nhỏ 65k thấy mắcđược cái có wifi máy_lạnh bữa nhà mình ik ăn cỡ 7 8 người đag tính tiền chuẩn_bị về thì trog nhà mình có người kêu lấy thêm chai trà olong nữa chỉ kêu là lấy nhanh dùm anh nha em ơi vậy_mà nhân_viên trả_lời lại giờ phải chạy lại tủ lấy chai nước anh kêu lấy nhanh cũng khôg lấy_được bỏ ra 70k 80k ăn 1 tô phở mà thái_độ nhân_viên như vậy nản lời héo lời,5.6
chỗ này gỏi cá ngon lắm nhé mình đã ghé quán này khi đi ăn cùng với gia_đình mọi người rất thích và đánh_giá về quán này cũng rất tốt,7.8
đúng y món yêu thích của mình luôn sẽ uống thường_xuyên,10.0
bún hơi cứng khó ăn thịt lợn luộc tệ đậu rán kiểu lạ nchumg bún thì ko trách làm gì vì chắc cả đn ko có quán nào có bún ép như ngoài hn nhưng đồ ăn đi kèm thì ko ổn mà so với giá quá chát nhg quán có món chân gà rất ngon,4.6
ngon rẻ mà còn chu_đáo nữa sẽ ghé lại,10.0
bài post đầu năm dimsum bà thím 280 phan châu_trinh ⏰ 10am 21pm 20k 35k 83 dimsum ở đây bán lâu và nổi nhất nhì đà_nẵng mình vào tối chủ_nhật thấy không đông lắm quán thoáng sáng_sủa có 2 cô chú bán ngoài dímum còn có_ăn vặt chỗ ngồi hơi thấp và bàn ghế sát nhau nên đi từ nhóm 4 người trở_xuống há cảo tôm 20k nhân có tôm xắt nhỏ quyện trong chả quết há cảo gà 20k nhân chả gà quết ngọt mọng nước hơn tôm há cảo đông cô 20kloại này ngon nhân có nấm và thịt sủi cảo hải_sản hấp 25k món này best nhất vỏ mỏng nhất nhân đầy_đặn có cá tôm có 3 miếng thôi nhưng chất_lượng yumcha có 5 viên hoa_hồng nhân tôm nhỏ viên xíu_mại tôm thịt 1 cái nhân hành hẹ hơi nồng mấy viên này ăn tạm ổn nước tương kèm ớt nên chấm nhiều sẽ hơi cay các món có hành phi_ăn đỡ ngấy nhìn_chung đồ chỉ ở mức ổn chứ không ngon nguyên_nhân mình sẽ để ở phần điểm trừ giá rẻ cô chú bán_thân_thiện điểm trừ bánh vỏ dày dày nhất là em đông cô có mỗi loại hải_sản mỏng bí_mật doanh_nghiệp dimsum ở đây là loại làm sẵn rồi bỏ ra hấp nên mình không nói đồ tươi ngon và vị mình ăn đúng chuẩn_đồ mua sẵn thật vì_vậy ăn thấy tạm ổn thôi tiền nào của nấy mà,8.4
nhanh thật mới mua bánh kem noel năm trước sáng nay mình ghé lại đồng tiến chỗ đường phan đăng lưu lấy cái bánh kem sinh_nhật đã thấy xuất_hiện bánh kem noel vậy là đc 1 năm rồi nhìn bánh noel thì chưa nhiều nhưng mẫu_mã bánh có vẻ thay_đổi nhiều hơn năm trước dự_định năm nay sẽ mua được vài cái đi tặng giáng_sinh nhìn thích thật,9.0
quán ăn_chay mình ăn lần đầu_tiên trong đời cảm_nhận là đồ ăn ngon 2 đứa vào gọi 1 nồi lẩu vs 1 đĩa bánh beoc mà thanh_toán có 130k rẻ ghê quán lúc_nào cũng đông khách đặc_biệt buổi tối,5.0
nhót nhép món thái cuối tuần đồ thái ở đây khá là ngon có chút điều_chỉnh mùi_vị để phù_hợp với khẩu_vị người việt mình khá thích gỏi miếng trộn cay ở đây sẽ ghé lại quán ăn nếu có dịp,8.4
thèm cơm cháy tóp_mỡ lên foody search thì thấy 3colu có bán nên order về ăn mình gọi 2 phần mì trộn tóp_mỡ 35k cơm cháy tóp_mỡ 15k cơm chạy tóp_mỡ 15k được 2 miếng lớn lun á miếng cơm cháy được quét sốt lên giốg sốt của kho quẹt á phần topping có mỡ hành tóp_mỡ kho quẹt ăn cũng ổn đó mình thấy giá khá ổn mì trộn tóp_mỡ nhìn rứa chớ ăn no á có tóp_mỡ cải ngọt luộc trứng hồng_đào béo béo thêm ngạch cua ăn k hề cay nha mà tóp_mỡ giòn giòn ăn ngán thì có cải luộc chống ngấy rồi phần này ăn xong no bể bụng lun 3colu menu lúc_nào cũng toàn món lạ lạ so vs mấy quán khác á,8.0
nhót nhép món thái cuối tuần đồ thái ở đây khá là ngon có chút điều_chỉnh mùi_vị để phù_hợp với khẩu_vị người việt mình khá thích gỏi miếng trộn cay ở đây sẽ ghé lại quán ăn nếu có dịp,8.4
mình order cacao va matcha tcdd đều để 50 đá mà ly nước chênh_lệch nhau khó hiểu trân_châu mềm_dẻo m bận họp mà trân_châu ko bị cứng giá_thành tỷ_lệ_nghịch với chất_lượng sẽ đặt nếu giá ngang với tiên hưởng theo m nghĩ ly này tầm 3540k thì sẽ có nhiều người mua hơn trung_thành với trân_châu dd của th thôi sẽ ghé lại khi quán bớt đông hơn để check in,5.0
hủ_tiếu ăn cũng tạm được nhưng nước_lèo hơi mặn hành thì có vẻ hơi cũ nhưng không thích cách phục_vụ của bên now nhà mình hơi khó tìm mình có ghi_chú rất cụ_thể trên đơn hàng nhưng nhân_viên k đọc nhân_viên không gọi để xác_nhận đơn hàng để mình gọi 2 3 lần để dặn gần tới nhà mình thì ngay chợ bị kẹt xe đi nhầm hẻm rồi kêu mình ra lấy nhưng mình k ra phục_vụ gì kì vậy tiền ship gấp đôi bên grab và goviet mà nhân_viên còn thái_độ nữa tới nơi thì than là kẹt xe quá trời đi 1 lần tởn tới già trong khi đó tiền ship đến 50k hơn hơn 1 tô hủ_tiếu cách phục_vụ của now càng ngày_càng tệ nên xem_lại nhân_viên tính phí ship dịch_vụ cao mà nhân_viên có thái_độ quá,1.0
thức_ăn ngon dễ_ăn có_điều vì là món thái nên cay lắm dặn nhân_viên cho ít cay để dễ ăn nếu bạn nào ăn cay ko_dc chỗ mới khang_trang hơn sạch_sẽ hơn có 2 tầng giá tăng so với quán cũ nhưng quán lại đẹp hơn thông_thoáng hơn nên cũng ko thành vđề vị vẫn ngon đồ ăn nhiều so với những chỗ khác,8.6
các món ở đây tầm 2530k menu khá nhiều món tuy_nhiên vị giống nhau ví_dụ bún riêu hay phở nước_dùng y_như nhau quán sử_dụng nhiều thực_phẩm giả chay bằng bột ko tốt cho sức_khoẻ mà ít rau nấm đậu chế_biến vị cũng không ngon,6.2
quán ăn thì dơ_bẩn giá trên thực_đơn 20k đến khi gọi 2 dĩa cơm gà và cơm sườn thì thành 80k trong khi dĩa cơm chả có gì ngoài đùi gà bé bằng ngón_cái quán quá dở_tệ lại còn chém,1.0
đồ ít giá thì hơi cao 1 tí nhân_viên khá cộc_lốc,3.2
buổi chiều_hôm tôi và người_yêu tới quán đã ngồi vào bàn và gọi món đang chờ món ra thì có 1 nhóm khách du_lịch 6 người đi xe taxi tới nhân_viên ra ép chúng_tôi phải qua ghép chung bàn với 2 người khác với thái_độ coi_thường khách tất_nhiên chúng_tôi đã nhường bàn để đi về và không ăn thanh_toán nữa mong quán coi lại nhân_viên phục_vụ,4.8
đồ ăn vị vừa_miệng giá_cả hợp_lý cộng 1 điểm vì dùng bao_bì thân_thiện với môi_trường chắc_chắn sẽ đặt lại,8.0
mấy bữa mình ăn mì cá mì gà thì thấy rất ngon thơm đậm_đà đợt này chọn ăn mì bò nhưng cảm_thấy không được ngon lắm 1 nước mì quá nhiều béo chắc bữa sau phải dặn bỏ không_béo 2 thịt bò bị dai điểm cộng quán làm nhanh rau có vẻ sạch_sẽ quán sạch_sẽ bảng giá rõ_ràng bữa sau đến chắc chỉ ăn mì cá gà hoặc lươn thôi sẽ không ăn mì bò nữa phục_vụ nhiệt_tình nhanh_chóng chỗ để xe nhỏ mà khách đông không có người dắt xe,7.4
hôm bữa có đặt qua delivery now một phần cháo ếch hai phần cơm với ếch chiên giòn với một phần xúc_xích mọi thứ đều được chỉ đáng tiếc là cơm với ếch chiên giòn chẳng có sốt gì ăn kèm cả nên cảm_thấy hơi nhạt bữa đó có giảm 50 nên rất rẻ ý,7.0
mình được giới_thiệu mì quảng ở đây cực_kỳ ngon nên sau một hồi lần_mò thì mình cũng tìm được với quyết_tâm ăn cho biết hương_vị quê người v nói_chung là món này ngon không chê vào đâu được trình_bày cũng đẹp_mắt nhất_định sẽ trở_lại quán này nếu có dịp ra đà_nẵng nữa,7.4
trưa nóng quá nên lên now tìn chè thái order về may quán ni có apyeu thích nên đặt 2 phần 30k được free ship nề chè liên hình_như chỉ có quán này bán trên now mình thấy bên hd là chè trần liên chắc k liên_quan gì tới bên này đâu mình đặt rau_câu dừa 10k chè thái có sầu 20k rau_câu dừa khá to ăn ngon mà cái sữa ăn kèm mình ăn sao cứ nghe mùi mốc mốc nhỉ chè thái thì topping khá nhiều siêu thơm siêu ngọt và tất_nhiên cũng siêu_béo mình thích mít ăn kèm giòn giòn ngọt ngọt,8.0
đến hibro điểm_danh fan phômaitươi thạchsươngsáo ngayyyy đi ạ với các dòng sữa_tươi sương sáo đường đen trà sữa phô_mai tươi đủ để bạn yêu hi_bro rủ ngay đám bạn đến hibro quậy tưng_bừng nhaaa 0899454152,10.0
mỗi năm cứ đến trung_thu là mình lại rất thích ăn bánh năm ni có vẻ ăn sớm hơn mọi năm vì thèm bánh trung_thu quá nên mình quyết_định ship về ăn bánh ở đây khá là ngon có nhiều loại nào là bánh_nhân thập_cẩm lá dứa đậu_xanh mè đenloại nào cũng ngon hết hi mình thì khá là thích nhân đậu_xanh dễ ăn và ngon bánh nhìn khá là đẹp ăn ngon giá cũng ok nữa mua về làm_quà thì càng tuyệt_vời hơn bữa_nay cứ thèm bánh trung_thu là order chỗ này về ăn thôi thật tuyệt_vời hihi,7.8
chẳng hiểu sao quán này lại được khen nữa mình thấy bún phần nhỏ gì là lèo_tèo có cỡ 6 7 miếng bún nhỏ tầm 2 ngón tay trong khi bún ở quán khác người_ta cắt to gấp đôi miếng bún ở đây và cũng bỏ chừng đó miếng bún nên mình thấy giá 1 phần 30k như thế_mà có gì đâu gọi là rẻ nhỉ rồi mắm thì ăn vào thấy hơi bị ngọt đã vậy vắt chanh vào thấy mắm sủi bọt có tí trong khi những quán khác mình ăn thì nặn chanh vào mắm_tôm thì mắm sẽ sủi bọt lên rất đều và đẹp chắc không ăn lại quán này nữa đâu,4.8
quán trang_trí đẹp đồ ăn ngon có_điều đông quá nên phục_vụ chưa được tốt lắm sẽ đến lại lần sau,7.4
quán vẫn thế khá đông kháchphục vụ nhanh nem_chua rán 20k nhìn rất hấp_dẫn ngonkhá nhiều bánh trang trộn ăn bình thườg k quá đặc_sắc,6.8
lần đầu_tiên gọi gỏi ướt lúc đầu nhìn thấy cá sống hơi sợ nhưng ăn thì ngon hơn gỏi cá khô hơi xa thành_phố mỗi lần muốn ăn phải đi gần 30km mới ăn đc được cái cạnh hồ nên thoáng mát nv phục_vụ nhanh nhiệt_tình,7.2
tụi mình thuê homestay gần đó nên ăn_ở đó nhìu lắm nhìn thi tưởng chè thái nhưng thực_chất ngon hơn hẳn nước chè là nước dừa pha sữa đặc ngọt và nhìu lắm thơm_nức luôn có khúc bạch mít múi sầu_riêng nữa 20k mà ăn no căng lăn luôn h về sg rồi bk làm_sao nếu mun ăn típ,9.6
thiệt sự là rất ưng_ý luôn món siu rẻ mà_lại đậm vị rất ngon đáng ghé thử ở một góc phố tấp_nập nhma khuyết_điểm là_hơi nóng nha,9.6
chẳng hiểu sao quán này lại được khen nữa mình thấy bún phần nhỏ gì là lèo_tèo có cỡ 6 7 miếng bún nhỏ tầm 2 ngón tay trong khi bún ở quán khác người_ta cắt to gấp đôi miếng bún ở đây và cũng bỏ chừng đó miếng bún nên mình thấy giá 1 phần 30k như thế_mà có gì đâu gọi là rẻ nhỉ rồi mắm thì ăn vào thấy hơi bị ngọt đã vậy vắt chanh vào thấy mắm sủi bọt có tí trong khi những quán khác mình ăn thì nặn chanh vào mắm_tôm thì mắm sẽ sủi bọt lên rất đều và đẹp chắc không ăn lại quán này nữa đâu,4.8
quán nằm trên đường đi học về nằm ở hẻm thôi cũng dễ tìm menu quán đa_dạng gọi món chính của quán bún đậu mắm_tôm phần_lớn đem ra thật_sự cũng khá thất_vọng phần đậu chiếm đa_số thịt chả bao_nhiêu đặc_biệt là phần mắm_tôm các bạn review khen ngon nhưng mình thấy nó là điểm trừ lớn nhất mùi tanh_hôi kinh_khủng thích ăn bún đậu mắm_tôm nhưng đến quán này làm chán kinh_khủng không biết_mấy món khác ra sao nhưng riêng món này của quán mình cạch,1.8
đi vào tầm 10h15 mà ngồi mốc mỏ tới 11h45 cũng chưa có đồ ăn hiểu là đông khách đó nhưng không_lẽ làm có tô mì hơn 1 tiếng,2.2
tô mỳ cay 42k mà tệ hơn 20k hải_sản mà chỉ đc 1 con tôm và 3 con sò quá tệ sẽ k có lần sau,3.4
từ huế về vừa đúng giờ ăn trưa nên vô_tình ghé quán vì thấy quán rộng_rãi sạch_sẽ thật_ra quán giống quán nhậu theo kiểu sân vườn ở sg nhưng quán này nằm sát hồ nên mát hơn nghe nói đặc_sản ở đây là gỏi cá nam ô nên 2 đứa chỉ kêu đúng 1 món là gỏi cá khô đây là cá sống đc trộn với thính mè ăn với tương xay nóng bánh_đa bánh_tráng và rau ăn ngon cực_kì 2 người ăn 1 dĩa gỏi cá 70k thêm 2 lon nước_ngọt no bể bụng nếu đi từ trung_tâm tp đà_nẵng đi dọc theo đường cặp biển nguyễn tất thành cảnh đẹp mát đường rộng lại ít xe nên cũng thấy quán k xa bao_nhiêu,8.0
hôm_nay đến quán với tình_trạng bụng đói_meo gọi 1 mỳ quảng ếch ăn thử không_gian quán hơi chật_chội nhưng nhìn_chung khá sạch_sẽ mỳ làm ra khá nhanh 1 phần gồm rau_sống mỳ quảng_đủ chia làm 2 và 1 thố nguyên con ếch chặt ra sau khi cho rau mỳ ếch nước_lèo nước_mắm và bẻ bánh_tráng vào 5k trộn trộn lên ôi chu_cha mạ ơi nó ngon chi mà ngon ác 3 chưa bao_giờ mình ăn mỳ quảng_ếch nào mà ngon như vại ăn đức cả bếp trang luôn 3 chắc_chắn sẽ quay lại ăn thường_xuyên mn nên thử đi nào 3 có mỳ quảng gà bò gì đó chỉ 20k 1 tô quá rẻ cho chất_lượng có thên cả mỳ quảng lươn nữa 3,8.4
đồ chay ở đây vừa đa_dạng cừa ngon giá_cả cũng không đắt mình ăn cao lầu chay ở đây thấy rất ngon còn các món khác thì chưa được thử nhiều lắm vì đây là quán có tiếng từ xưa đến giờ nên chắc cũng chẳng xa_lạ gì mấy vị_trí quán dễ tìm không_gian rộng_rãi thoáng mát,10.0
nay 15 âm mà quán đông như hội lâu lắm mới được ăn mỳ quảng ở đây ngon hương_vị như 1 tư trước đến nay minh ăn mỳ gà 22k gà ăn thấm chị minh ăn mỳ ếch 32k ú nụ con_gái ăn như mèo chắc 2 đứa an 1 phần là vừa ngon là 1 lựa_chọn số 1 khi nghĩ đến mỳ quảng,8.4
quán chè thái mình lui_tới suốt thời_gian dài chè thái ngon mát ăn vô_cùng thích rau_câu dừa bánh flan ngon lắm lắm luôn nhé ngoài_ra còn bán tàu_hũ sữa_chua củng ngon không kém,7.8
